asset_id,asset_name,asset_type,platform,repository_name,folder_name,source_file,parent_asset_id,complexity
AST_fffbbc50b201ccac,BI_TimephasedData_Budget,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_IPCS_BItimePhasedDataBudgetFact.XML,,LOW
AST_5376dd3e040da878,WC_BI_TIMEPHASEDATA_BUDGET_FS,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_IPCS_BItimePhasedDataBudgetFact.XML,,LOW
AST_985e13f7f80a13dd,JEG_SDE_IPCS_BItimePhasedDataBudgetFact,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_IPCS_BItimePhasedDataBudgetFact.XML,,MEDIUM
AST_b5aa2d4f0de53576,SQ_BI_TimephasedData_Budget,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_IPCS_BItimePhasedDataBudgetFact.XML,AST_985e13f7f80a13dd,LOW
AST_748a92250057819c,EXPTRAN,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_IPCS_BItimePhasedDataBudgetFact.XML,AST_985e13f7f80a13dd,LOW
AST_10f953d599317dbd,WC_PBCS_EXEC_ACTUALS_P_FS,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_Proforma.XML,,LOW
AST_132f2d288b2d698a,WC_PBCS_ACTUALS_P_FS,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_Proforma.XML,,LOW
AST_9a7117b3cab6de96,JEG_SDE_ORA_PBCS_Actual_Proforma,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_Proforma.XML,,MEDIUM
AST_3f870bdf4995dade,EXPTRANS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_Proforma.XML,AST_9a7117b3cab6de96,LOW
AST_35393b360e1acc6d,SQ_WC_PBCS_EXEC_ACTUALS_P_FS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_Proforma.XML,AST_9a7117b3cab6de96,LOW
AST_6665504019cc5f88,WC_PBCS_EXEC_ACTUALS_SM_FS,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_SM.XML,,LOW
AST_105248778a176b94,WC_PBCS_ACTUALS_MS_FS,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_SM.XML,,LOW
AST_d6e4591fa357acf8,JEG_SDE_ORA_PBCS_Actual_SM,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_SM.XML,,LOW
AST_4c7dd8606c82d87e,EXPTRANS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_SM.XML,AST_d6e4591fa357acf8,LOW
AST_dca3a8828aa63ac6,SQ_WC_PBCS_EXEC_ACTUALS_SM_FS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_PBCS_Actual_SM.XML,AST_d6e4591fa357acf8,LOW
AST_def41e176f35e112,WC_ACCOUNT_DH,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_WC_PBCS_BUDGET_ACTUALS_FS.XML,,LOW
AST_855092e4de4d3b16,WC_PBCS_ACTUALS_P_FS,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_WC_PBCS_BUDGET_ACTUALS_FS.XML,,LOW
AST_5426a47cca4040ba,WC_PBCS_BUDGET_ACTUALS_FS,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_WC_PBCS_BUDGET_ACTUALS_FS.XML,,LOW
AST_9373b4f41bdebd10,JEG_SDE_ORA_WC_PBCS_BUDGET_ACTUALS_FS,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_WC_PBCS_BUDGET_ACTUALS_FS.XML,,MEDIUM
AST_e43afa6317c155b8,SQ_WC_PBCS_ACTUALS_P_FS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_WC_PBCS_BUDGET_ACTUALS_FS.XML,AST_9373b4f41bdebd10,LOW
AST_dbf2338fff488305,EXPTRANS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_PBCS,JEG_SDE_ORA_WC_PBCS_BUDGET_ACTUALS_FS.XML,AST_9373b4f41bdebd10,LOW
AST_97e9c0506a23c500,ProjectReview_Submitted,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_POL_ProjectReviewSubmittedDimensionStage.XML,,LOW
AST_c941bbd19451b2fb,WC_BI_POL_PROJ_REV_SUB_DS,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_POL_ProjectReviewSubmittedDimensionStage.XML,,LOW
AST_8291d36b670fc956,JEG_SDE_POL_ProjectReviewSubmittedDimensionStage,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_POL_ProjectReviewSubmittedDimensionStage.XML,,MEDIUM
AST_9dfdc90f6b6c6d74,SQ_ProjectReview_Submitted,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_POL_ProjectReviewSubmittedDimensionStage.XML,AST_8291d36b670fc956,LOW
AST_0ae639d0b46e028d,EXPTRANS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE_ORAR1213_Adaptor,JEG_SDE_POL_ProjectReviewSubmittedDimensionStage.XML,AST_8291d36b670fc956,LOW
AST_4fefce95cd558c29,WC_BI_TIMEPHASEDATA_BUDGET_FS,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PA,JEG_SIL_IPCS_BITimephaseDataBudgetFact.XML,,LOW
AST_29ad8532ccccc626,WC_BI_TIMEPHASEDATA_BUDGET_F,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PA,JEG_SIL_IPCS_BITimephaseDataBudgetFact.XML,,LOW
AST_4119cec087cd3f77,JEG_SIL_IPCS_BItimePhaseDataBudgetFact,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PA,JEG_SIL_IPCS_BITimephaseDataBudgetFact.XML,,HIGH
AST_bb5d57a92d8e9cc5,UPDTRANS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PA,JEG_SIL_IPCS_BITimephaseDataBudgetFact.XML,AST_4119cec087cd3f77,MEDIUM
AST_e5d98e4e48ffa185,EXPTRAN,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PA,JEG_SIL_IPCS_BITimephaseDataBudgetFact.XML,AST_4119cec087cd3f77,LOW
AST_564795806fc1f499,FILTRANS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PA,JEG_SIL_IPCS_BITimephaseDataBudgetFact.XML,AST_4119cec087cd3f77,LOW
AST_02c5accdcd18eff5,EXPTRANS1,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PA,JEG_SIL_IPCS_BITimephaseDataBudgetFact.XML,AST_4119cec087cd3f77,LOW
AST_4c6c6dd183811070,SQ_WC_BI_TIMEPHASEDATA_BUDGET_FS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PA,JEG_SIL_IPCS_BITimephaseDataBudgetFact.XML,AST_4119cec087cd3f77,LOW
AST_e5d2d7671ff42623,LKPTRANS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PA,JEG_SIL_IPCS_BITimephaseDataBudgetFact.XML,AST_4119cec087cd3f77,HIGH
AST_e573874979f4881e,WC_ACCOUNT_DH,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PBCS,JEG_SIL_WC_PBCS_BUDGET_ACTUALS_F.XML,,LOW
AST_735559d4fca6ba33,WC_PBCS_BUDGET_ACTUALS_FS,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PBCS,JEG_SIL_WC_PBCS_BUDGET_ACTUALS_F.XML,,LOW
AST_fc1d92cdb3a1f74d,WC_PBCS_BUDGET_ACTUALS_F,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PBCS,JEG_SIL_WC_PBCS_BUDGET_ACTUALS_F.XML,,LOW
AST_56d3aa51e47b2893,JEG_SIL_WC_PBCS_BUDGET_ACTUALS_F,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PBCS,JEG_SIL_WC_PBCS_BUDGET_ACTUALS_F.XML,,LOW
AST_262bbda8e8935d87,SQ_WC_PBCS_BUDGET_ACTUALS_FS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PBCS,JEG_SIL_WC_PBCS_BUDGET_ACTUALS_F.XML,AST_56d3aa51e47b2893,LOW
AST_b3dac49ec03682d4,EXPTRANS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SILOS_PBCS,JEG_SIL_WC_PBCS_BUDGET_ACTUALS_F.XML,AST_56d3aa51e47b2893,LOW
AST_8c09feb2d2a6129f,W_DAY_D,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,,LOW
AST_8f1ffe0a4c41c902,AP_INVOICES_ALL,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,,LOW
AST_d6934eb5fd274406,WC_WRKFC_HEADCNT_FS,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,,LOW
AST_d0959a3798ccb0ab,W_DUAL_D,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,,LOW
AST_ca0ba25145b4deea,SDE_EmployeeHeadCount2,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,,HIGH
AST_5a401120dcd34900,SQ_W_DAY_D,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,LOW
AST_50a9fb08ca21c52b,CHANGE_AMNT_ACTIVE,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,LOW
AST_893f3eda3fa2768a,LKP_ACTIVE_PAAF,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_a5ace10b3ce8a631,LKP_SUPERVISOR_BUSINESS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_b9baefbfe172dcd2,LKP_SUPERVISOR_BUSINESS_ORG,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_60a83bd67569a55a,LKP_GRE_ID,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_0fb736cad7d29fb2,LKP_PER_PERFORMANCE_REVEIW_WS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_cbe020212c425939,PERFROMANCE_RATING,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_25d0d24baebf6453,Lookup_perf,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_92e557c96c68ba6d,LKP_ECRFLAG,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_c6cd0289dc1265dd,Exp_Salary,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,LOW
AST_69c49d6b4bf9896d,LKP_currency_code,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_0b5ce83c77705363,ORG_ENTRY_DT,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_33ac56243dabafdf,JOB_ENTRY_DT,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_5bbb046ffaf9c645,Change_Amnt,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_dde86254e72ae869,GRD_ENTRY_DATE,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_896d0beb3ae6bf9d,WC_MNMGNT_INCENTIVES_D,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_005d6bdff4337c52,EXPTRANS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,LOW
AST_fb6c6503af730c0d,SQL,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,LOW
AST_61af060d72ff93e1,ADJ_SVC_DATE,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_ca0ba25145b4deea,HIGH
AST_04508795b5c6c80e,JEG_SDE_ORA_TRUNCATE_DIM,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,,LOW
AST_073e03c1f03efea4,SQ_AP_INVOICES_ALL,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_04508795b5c6c80e,LOW
AST_91f937e85d220e76,SDE_EmployeeHeadCount1,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,,HIGH
AST_94172cfc971b4978,SQ_W_DAY_D1,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,LOW
AST_a09bcb33407bc2c5,Lookup_perf1,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_43ba451c85ca55f5,LKP_SUPERVISOR_BUSINESS_ORG,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_afc39e01250855a0,LKP_GRE_ID,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_7b1e67d4d264d56a,LKP_PER_PERIODS_OF_SERVICE,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_d0f5f2f8b07b99ac,LKP_PAY_GRADE_RULES_F,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_1de539ecd7311f65,EXPTRANS1,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,LOW
AST_0a4d7ebdf25adcb9,LKP_PER_PERFORMANCE_REVEIW_WS1,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_3a4319d584f648e6,Change_Amnt,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_d5c4928fb28ea8f0,LKP_currency_code,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_f799ea24553d7387,ORG_ENTRY_DT,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_2eb0cd92bd7cee21,JOB_ENTRY_DT,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_66fd62f1bde47c7f,PERFROMANCE_RATING1,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_0cf7f38ac5482d94,GRD_ENTRY_DATE,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_115abbf89fcc920d,WC_MNMGNT_INCENTIVES_D,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_bfd5805e99b3a494,Exp_Salary1,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,LOW
AST_ff3de880ea19e880,ADJ_SVC_DATE,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_62923c2e4918e6ee,Change_Amount,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,LOW
AST_3912d2e7aff32c17,LKP_ECRFLAG1,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_067300325516f276,LKP_TERM_PAAF,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_8282303716e4b7aa,LKP_SUPERVISOR_BUSINESS,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_80c67ba01772de3e,LKP_TERM_PayBasis,TRANSFORMATION,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_EmployeeHeadCount.XML,AST_91f937e85d220e76,HIGH
AST_14cc83b2d1c718d0,PER_PHONES,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_ORA_EmployeeDimension.XML,,LOW
AST_c2afdf1b79bb25f4,RA_SALESREPS_ALL,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_ORA_EmployeeDimension.XML,,LOW
AST_1f3f7787579afbab,HR_LOOKUPS,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_ORA_EmployeeDimension.XML,,LOW
AST_c4238fd747d36250,PER_PERIODS_OF_SERVICE,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_ORA_EmployeeDimension.XML,,LOW
AST_33fa3f8991d87135,PER_ALL_PEOPLE_F,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_ORA_EmployeeDimension.XML,,LOW
AST_c1fe701f0f96608b,PO_AGENTS_V,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_ORA_EmployeeDimension.XML,,LOW
AST_6ab97e46f7840616,PER_ALL_ASSIGNMENTS_F,SOURCE,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_ORA_EmployeeDimension.XML,,LOW
AST_3e130e5153050a02,W_EMPLOYEE_DS,TARGET,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_ORA_EmployeeDimension.XML,,LOW
AST_0836e3601ffd0e5a,SDE_ORA_EmployeeDimension,MAPPING,POWERCENTER,BIINFAPROD_FLEX,Custom_SDE,SDE_ORA_EmployeeDimension.XML,,HIGH
